CellId,StructureId/Name,save_reg_path,Gene,Location_intensity,Location,WellId,FOVId
87058,Actin filaments,cell_images_3d/29bc6d50_10933_87058_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113620,10933
87059,Actin filaments,cell_images_3d/1fcac4a2_10933_87059_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113620,10933
87066,Actin filaments,cell_images_3d/a0c4d7bc_10940_87066_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113636,10940
87069,Actin filaments,cell_images_3d/803e471b_10940_87069_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113636,10940
87070,Actin filaments,cell_images_3d/d6f693fa_10940_87070_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113636,10940
87072,Actin filaments,cell_images_3d/439a2bfd_10940_87072_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113636,10940
87091,Actin filaments,cell_images_3d/64c628f5_10913_87091_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113632,10913
87092,Actin filaments,cell_images_3d/ea5ce20e_10913_87092_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113632,10913
87096,Actin filaments,cell_images_3d/f88bda7e_10930_87096_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113620,10930
87097,Actin filaments,cell_images_3d/c84b008a_10930_87097_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113620,10930
87099,Actin filaments,cell_images_3d/9d9e28cc_10930_87099_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113620,10930
87100,Actin filaments,cell_images_3d/5fce1249_10930_87100_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113620,10930
87102,Actin filaments,cell_images_3d/0c280efd_10930_87102_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113620,10930
87104,Actin filaments,cell_images_3d/bc5682d0_10930_87104_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113620,10930
87128,Actin filaments,cell_images_3d/3fdcb258_10935_87128_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113624,10935
87131,Actin filaments,cell_images_3d/e1e746df_10927_87131_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113620,10927
87133,Actin filaments,cell_images_3d/b6b554d0_10927_87133_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113620,10927
87134,Actin filaments,cell_images_3d/f316f733_10927_87134_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113620,10927
87140,Actin filaments,cell_images_3d/d027f7e0_10936_87140_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113636,10936
87144,Actin filaments,cell_images_3d/2db09f82_10936_87144_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113636,10936
87145,Actin filaments,cell_images_3d/e3729c5f_10936_87145_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113636,10936
87149,Actin filaments,cell_images_3d/e4180fa2_10936_87149_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113636,10936
87178,Actin filaments,cell_images_3d/3ea0352f_10924_87178_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113620,10924
87183,Actin filaments,cell_images_3d/d682b6a7_10924_87183_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113620,10924
87185,Actin filaments,cell_images_3d/a63a3e12_10924_87185_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113620,10924
87189,Actin filaments,cell_images_3d/dd5cce4d_10920_87189_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113636,10920
87195,Actin filaments,cell_images_3d/b92239dd_10920_87195_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113636,10920
87196,Actin filaments,cell_images_3d/ef78d116_10920_87196_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113636,10920
87197,Actin filaments,cell_images_3d/c39298c6_10920_87197_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113636,10920
87238,Actin filaments,cell_images_3d/00234aab_10916_87238_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113636,10916
87239,Actin filaments,cell_images_3d/34d5fc76_10916_87239_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113636,10916
87244,Actin filaments,cell_images_3d/c3052fb4_10916_87244_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113636,10916
87283,Actin filaments,cell_images_3d/53339620_10928_87283_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113620,10928
87289,Actin filaments,cell_images_3d/c256dfa6_10928_87289_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113620,10928
87370,Actin filaments,cell_images_3d/e0877d61_10914_87370_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113624,10914
87373,Actin filaments,cell_images_3d/289da9d4_10914_87373_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113624,10914
87375,Actin filaments,cell_images_3d/d435f85e_10914_87375_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113624,10914
87397,Actin filaments,cell_images_3d/3bdc5a63_10919_87397_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113624,10919
87398,Actin filaments,cell_images_3d/9b1feeca_10919_87398_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113624,10919
87399,Actin filaments,cell_images_3d/175d05b6_10919_87399_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113624,10919
87401,Actin filaments,cell_images_3d/4a91e6d8_10919_87401_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113624,10919
87421,Actin filaments,cell_images_3d/2cd2e602_11008_87421_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,114210,11008
87456,Actin filaments,cell_images_3d/6c890c7e_10968_87456_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,114211,10968
87458,Actin filaments,cell_images_3d/c632787f_10968_87458_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,114211,10968
87464,Actin filaments,cell_images_3d/5dd6c41d_10968_87464_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,114211,10968
87491,Actin filaments,cell_images_3d/be84e3f3_10979_87491_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,114211,10979
87494,Actin filaments,cell_images_3d/a4fd2f6c_10979_87494_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,114211,10979
87498,Actin filaments,cell_images_3d/59a5fd04_10979_87498_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,114211,10979
87505,Actin filaments,cell_images_3d/b98a10e4_10979_87505_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,114211,10979
87516,Actin filaments,cell_images_3d/b59fd14a_10951_87516_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,114196,10951
87517,Actin filaments,cell_images_3d/689e354a_10951_87517_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,114196,10951
87518,Actin filaments,cell_images_3d/2774f65e_10951_87518_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,114196,10951
87521,Actin filaments,cell_images_3d/d339f5b5_10951_87521_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,114196,10951
87522,Actin filaments,cell_images_3d/0cacca42_10951_87522_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,114196,10951
87523,Actin filaments,cell_images_3d/8afe0a22_10951_87523_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,114196,10951
87524,Actin filaments,cell_images_3d/c67b8fcf_10951_87524_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,114196,10951
87525,Actin filaments,cell_images_3d/094ae501_10951_87525_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,114196,10951
87560,Actin filaments,cell_images_3d/f9ee692c_10975_87560_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,114211,10975
87577,Actin filaments,cell_images_3d/73f340a0_10962_87577_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,114209,10962
87578,Actin filaments,cell_images_3d/08a034b6_10962_87578_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,114209,10962
87589,Actin filaments,cell_images_3d/7ffe5915_10971_87589_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,114196,10971
87596,Actin filaments,cell_images_3d/73e871a6_10971_87596_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,114196,10971
87597,Actin filaments,cell_images_3d/d78ba1fa_10971_87597_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,114196,10971
87614,Actin filaments,cell_images_3d/b9737ae5_11000_87614_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,114200,11000
87615,Actin filaments,cell_images_3d/eee6bb10_11000_87615_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,114200,11000
87616,Actin filaments,cell_images_3d/13b0d56e_11000_87616_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,114200,11000
87617,Actin filaments,cell_images_3d/5a9f11bc_11000_87617_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,114200,11000
87621,Actin filaments,cell_images_3d/db852e43_11000_87621_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,114200,11000
87623,Actin filaments,cell_images_3d/bd94aa8b_11000_87623_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,114200,11000
87689,Actin filaments,cell_images_3d/4bb5921a_10978_87689_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,114200,10978
87702,Actin filaments,cell_images_3d/bdde7882_10945_87702_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,114209,10945
87741,Actin filaments,cell_images_3d/c6ec98bd_11001_87741_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,114209,11001
87744,Actin filaments,cell_images_3d/89329ae4_11001_87744_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,114209,11001
87746,Actin filaments,cell_images_3d/3b28105f_11001_87746_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,114209,11001
87747,Actin filaments,cell_images_3d/16bd9400_11001_87747_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,114209,11001
87748,Actin filaments,cell_images_3d/892030b0_11001_87748_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,114209,11001
87796,Actin filaments,cell_images_3d/ee0498a3_10983_87796_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,114196,10983
87816,Actin filaments,cell_images_3d/20046249_11004_87816_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,114196,11004
87835,Actin filaments,cell_images_3d/4b560ebc_10965_87835_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,114210,10965
87857,Actin filaments,cell_images_3d/ca9c3518_10959_87857_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,114196,10959
87859,Actin filaments,cell_images_3d/61c10434_10959_87859_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,114196,10959
87860,Actin filaments,cell_images_3d/513f886b_10959_87860_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,114196,10959
87863,Actin filaments,cell_images_3d/e44187d8_10959_87863_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,114196,10959
87865,Actin filaments,cell_images_3d/1006d81e_10959_87865_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,114196,10959
87867,Actin filaments,cell_images_3d/0c1d2f66_10959_87867_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,114196,10959
87870,Actin filaments,cell_images_3d/c2b11fb8_10959_87870_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,114196,10959
87884,Actin filaments,cell_images_3d/5d30212e_10961_87884_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,114209,10961
87894,Actin filaments,cell_images_3d/c1934a42_10961_87894_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,114209,10961
87905,Actin filaments,cell_images_3d/d684d426_10972_87905_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,114210,10972
87942,Actin filaments,cell_images_3d/3f431cf4_10991_87942_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,114211,10991
87948,Actin filaments,cell_images_3d/78805276_10991_87948_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,114211,10991
87951,Actin filaments,cell_images_3d/d30e0d8f_10991_87951_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,114211,10991
87961,Actin filaments,cell_images_3d/fa27d72f_10994_87961_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,114209,10994
87966,Actin filaments,cell_images_3d/32beadaf_10994_87966_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,114209,10994
87985,Actin filaments,cell_images_3d/43ab56ea_10977_87985_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,114209,10977
87986,Actin filaments,cell_images_3d/af3ed5e5_10977_87986_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,114209,10977
87988,Actin filaments,cell_images_3d/969b4b48_10977_87988_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,114209,10977
87990,Actin filaments,cell_images_3d/6c874fb1_10977_87990_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,114209,10977
87992,Actin filaments,cell_images_3d/130e2f24_10977_87992_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,114209,10977
87995,Actin filaments,cell_images_3d/c613bed6_10977_87995_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,114209,10977
88034,Actin filaments,cell_images_3d/dbbd23a7_10960_88034_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,114200,10960
88062,Actin filaments,cell_images_3d/bf4c5524_10956_88062_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,114210,10956
88063,Actin filaments,cell_images_3d/deea2835_10956_88063_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,114210,10956
88071,Actin filaments,cell_images_3d/5524d57f_10985_88071_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,114196,10985
88073,Actin filaments,cell_images_3d/f894792b_10985_88073_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,114196,10985
88075,Actin filaments,cell_images_3d/b7a9b184_10985_88075_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,114196,10985
88076,Actin filaments,cell_images_3d/0d718b63_10985_88076_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,114196,10985
88082,Actin filaments,cell_images_3d/5cf84451_10985_88082_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,114196,10985
88083,Actin filaments,cell_images_3d/5d3f858d_10985_88083_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,114196,10985
88085,Actin filaments,cell_images_3d/669b796e_10985_88085_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,114196,10985
88087,Actin filaments,cell_images_3d/4f467bc8_10981_88087_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,114212,10981
88122,Actin filaments,cell_images_3d/c84634c5_11016_88122_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113923,11016
88136,Actin filaments,cell_images_3d/93232c4d_11050_88136_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113921,11050
88139,Actin filaments,cell_images_3d/1c9ac031_11050_88139_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113921,11050
88141,Actin filaments,cell_images_3d/b805fb3c_11050_88141_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113921,11050
88181,Actin filaments,cell_images_3d/fd1d5603_11019_88181_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113908,11019
88191,Actin filaments,cell_images_3d/5870fb15_11075_88191_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113910,11075
88192,Actin filaments,cell_images_3d/93c7fd8d_11075_88192_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113910,11075
88194,Actin filaments,cell_images_3d/b645070c_11075_88194_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113910,11075
88196,Actin filaments,cell_images_3d/08e46fae_11075_88196_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113910,11075
88245,Actin filaments,cell_images_3d/ac50b612_11069_88245_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113910,11069
88249,Actin filaments,cell_images_3d/d9346f23_11069_88249_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113910,11069
88252,Actin filaments,cell_images_3d/5af2936e_11069_88252_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113910,11069
88263,Actin filaments,cell_images_3d/2257d84c_11020_88263_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113912,11020
88295,Actin filaments,cell_images_3d/6f39ef00_11021_88295_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113922,11021
88305,Actin filaments,cell_images_3d/bc32a8a8_11021_88305_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113922,11021
88357,Actin filaments,cell_images_3d/23156d2d_11037_88357_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113921,11037
88360,Actin filaments,cell_images_3d/23f4de55_11037_88360_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113921,11037
88378,Actin filaments,cell_images_3d/2348b51c_11049_88378_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113910,11049
88384,Actin filaments,cell_images_3d/a4436eb5_11074_88384_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113912,11074
88394,Actin filaments,cell_images_3d/03dc234d_11074_88394_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113912,11074
88399,Actin filaments,cell_images_3d/e251df86_11066_88399_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113923,11066
88401,Actin filaments,cell_images_3d/4624d338_11066_88401_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113923,11066
88405,Actin filaments,cell_images_3d/2871268a_11066_88405_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113923,11066
88411,Actin filaments,cell_images_3d/4659ba05_11025_88411_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113912,11025
88416,Actin filaments,cell_images_3d/cf2c24f7_11025_88416_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113912,11025
88423,Actin filaments,cell_images_3d/ce7171fe_11059_88423_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113910,11059
88428,Actin filaments,cell_images_3d/2d6acc70_11059_88428_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113910,11059
88437,Actin filaments,cell_images_3d/389b278b_11071_88437_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113924,11071
88443,Actin filaments,cell_images_3d/d32e6059_11071_88443_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113924,11071
88464,Actin filaments,cell_images_3d/7ba78fb2_11023_88464_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113920,11023
88469,Actin filaments,cell_images_3d/0c17f608_11033_88469_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113912,11033
88471,Actin filaments,cell_images_3d/fef8a36e_11033_88471_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113912,11033
88478,Actin filaments,cell_images_3d/99bc558c_11031_88478_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113923,11031
88483,Actin filaments,cell_images_3d/4588e462_11031_88483_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113923,11031
88485,Actin filaments,cell_images_3d/259aa34e_11072_88485_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113910,11072
88488,Actin filaments,cell_images_3d/93339459_11072_88488_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113910,11072
88491,Actin filaments,cell_images_3d/a5482112_11072_88491_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113910,11072
88495,Actin filaments,cell_images_3d/e1955536_11072_88495_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113910,11072
88526,Actin filaments,cell_images_3d/3d45425c_11061_88526_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113920,11061
88528,Actin filaments,cell_images_3d/876abe7b_11061_88528_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113920,11061
88532,Actin filaments,cell_images_3d/480080c2_11061_88532_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113920,11061
88546,Actin filaments,cell_images_3d/1341e5d0_11062_88546_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113908,11062
88547,Actin filaments,cell_images_3d/315c2895_11062_88547_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113908,11062
88554,Actin filaments,cell_images_3d/710da53b_11062_88554_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113908,11062
88586,Actin filaments,cell_images_3d/acb1c574_11036_88586_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113923,11036
88605,Actin filaments,cell_images_3d/b2646b26_11039_88605_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113922,11039
88611,Actin filaments,cell_images_3d/0811473a_11022_88611_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113908,11022
88633,Actin filaments,cell_images_3d/e14be00c_11013_88633_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113920,11013
88642,Actin filaments,cell_images_3d/b8376bb6_11052_88642_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113922,11052
88647,Actin filaments,cell_images_3d/8b050d9a_11027_88647_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113912,11027
88650,Actin filaments,cell_images_3d/2882fcc2_11027_88650_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113912,11027
88653,Actin filaments,cell_images_3d/c20c36aa_11027_88653_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113912,11027
88656,Actin filaments,cell_images_3d/378e2b6d_11027_88656_reg.tiff,ACTN1,"[(5, 3), (9, 3)]",0,113912,11027
